,id,tcgplayer_id,name,version,set_name,rarity,released_at,cost,inkwell,ink_clean,epid,collector_number
166,crd_050ae6da90154532905911c8c2569802,651117,Hades,Infernal Schemer,Fabled,Enchanted,8/29/2025,7,FALSE,Sapphire,17085027326,237
167,crd_fbccd8fc95fa45009665824b0731c3d3,649236,Lilo,Best Explorer Ever,Fabled,Enchanted,8/29/2025,3,TRUE,Steel,14084582594,238
168,crd_3d02b1019aa34f70b5e0da64191d9326,651108,Scar,Finally King,Fabled,Enchanted,8/29/2025,5,FALSE,Steel,5085031027,239
169,crd_7e0b8f2e97fc4d6ca8badbb552024f58,651114,Jasmine,Fearless Princess,Fabled,Enchanted,8/29/2025,5,TRUE,Steel,15085028484,240
170,crd_77b92f4bb7d2460ea85b9d547cb8e72f,651106,Minnie Mouse,Sweetheart Princess,Fabled,Iconic,8/29/2025,4,TRUE,Amber,7085035146,241
171,crd_4d10d4cd91454ff389318fd9a19a879f,647663,Mickey Mouse,Brave Little Prince,Fabled,Iconic,8/29/2025,3,TRUE,Ruby,9084421091,242
172,crd_6283ca50c61544b7a6226fadbc7f0a17,660359,Goofy,Ghost Hunter,Whispers in the Well,Epic,11/7/2025,4,TRUE,Amber,22086769684,205
173,crd_22fb811c179742f6b17bead54e0d68f2,657888,Gaston,Frightful Bully,Whispers in the Well,Epic,11/7/2025,2,FALSE,Amber,6086433032,206
174,crd_faf17cc51b9748daa7187f81103430d0,660013,The Horseman Strikes!,NA,Whispers in the Well,Epic,11/7/2025,3,TRUE,Amber,6086698629,207
175,crd_04d59c2ff0e648eb9dad622fa82ce49b,660188,Elsa,Exploring the Unknown,Whispers in the Well,Epic,11/7/2025,3,TRUE,Amethyst,16086731649,208
176,crd_d51cdd2a1d904e03adb5e255a2b53a22,660189,Merlin,Completing His Research,Whispers in the Well,Epic,11/7/2025,2,FALSE,Amethyst,4086775656,209
177,crd_ffc221e006704b97a8b62c29180b33b2,658323,The Horned King,Triumphant Ghoul,Whispers in the Well,Epic,11/7/2025,2,TRUE,Amethyst,23086554525,210
178,crd_63194dcb766c473093e3802f309030e0,660190,Webby Vanderquack,Mystery Enthusiast,Whispers in the Well,Epic,11/7/2025,1,TRUE,Emerald,12086757669,211
179,crd_f2d99b79354c466ebcaaeadcba69678e,660191,Kaa,Secretive Snake,Whispers in the Well,Epic,11/7/2025,7,TRUE,Emerald,17086778746,212
180,crd_78c11305e1674d348fe8839940f029a5,658217,Megara,Secret Keeper,Whispers in the Well,Epic,11/7/2025,3,TRUE,Emerald,12086390266,213
181,crd_1eeb3d6d93bf4e228fafce3b3d4cdcff,660268,Tinker Bell,Fancy Footwork,Whispers in the Well,Epic,11/7/2025,1,TRUE,Ruby,14086754161,214
182,crd_082177dd6df34573a455c5f1b2ddad31,660362,Mulan,Standing Her Ground,Whispers in the Well,Epic,11/7/2025,3,TRUE,Ruby,24086748323,215
183,crd_eca465c4f9f6483db912ae876f8011ce,660269,Aladdin,Barreling Through,Whispers in the Well,Epic,11/7/2025,3,TRUE,Ruby,15086747760,216
184,crd_8076e7de5c3a4681b8a91629932092e5,660363,Daisy Duck,Ghost Finder,Whispers in the Well,Epic,11/7/2025,2,TRUE,Sapphire,21086772302,217
185,crd_c74126bc80ba4d52bc7c499ba67dce25,660270,Kristoff,Mining the Ruins,Whispers in the Well,Epic,11/7/2025,3,TRUE,Sapphire,22086769390,218
186,crd_7101d6f7aaba488e9a508b0d40172743,660271,Sudden Scare,NA,Whispers in the Well,Epic,11/7/2025,4,TRUE,Sapphire,21086772218,219
187,crd_1ad6e15d73174d7ab0d55b27d770e14d,660364,Minnie Mouse,Ghost Hunter,Whispers in the Well,Epic,11/7/2025,2,TRUE,Steel,23086757093,220
188,crd_9a7e83a63b8444438f4bc7714df6faf9,660272,Robin Hood,Ephemeral Archer,Whispers in the Well,Epic,11/7/2025,4,TRUE,Steel,23086757624,221
189,crd_de5dfda85c534def9ee3a0d93cb55597,660026,He Hurled His Thunderbolt,NA,Whispers in the Well,Epic,11/7/2025,4,FALSE,Steel,15086673314,222
190,crd_51faef6e502845188f6fee9429829df2,660365,Goofy,Galumphing Gumshoe,Whispers in the Well,Enchanted,11/7/2025,8,TRUE,Amber,2357814230,223
191,crd_54bfc0bd37f44871a4ef50193d58ca2c,658449,Simba,King in the Making,Whispers in the Well,Enchanted,11/7/2025,7,TRUE,Amber,26086469212,224
192,crd_24dfd54db49e4a5d8004c51d0882aa46,658884,The Black Cauldron,NA,Whispers in the Well,Enchanted,11/7/2025,3,FALSE,Amber,20086472588,225
193,crd_831e34ca1c2143dd82785500356c339e,660044,The Horned King,Wicked Ruler,Whispers in the Well,Enchanted,11/7/2025,4,TRUE,Amethyst,14086755034,226
194,crd_ed9fc60aa63a4eafa4116188e41910f2,658215,Demona,Scourge of the Wyvern Clan,Whispers in the Well,Enchanted,11/7/2025,6,TRUE,Amethyst,4086410024,227
195,crd_715c77fe8d9b410d8194beea91b7163d,660041,Can't Hold it Back Anymore,NA,Whispers in the Well,Enchanted,11/7/2025,4,FALSE,Amethyst,22086769807,228
196,crd_c607f55525894e1bbdb8121eed6bf886,660173,Webby Vanderquack,Junior Prospector,Whispers in the Well,Enchanted,11/7/2025,4,TRUE,Emerald,27086770622,229
197,crd_9a1c82a2d3dd4ef898fb86f089242018,659443,Baloo,Carefree Bear,Whispers in the Well,Enchanted,11/7/2025,5,TRUE,Emerald,12086580201,230
198,crd_5547bd08bb6344d4bcd03d37e415c75f,660027,"Malicious, Mean, and Scary",NA,Whispers in the Well,Enchanted,11/7/2025,3,TRUE,Emerald,28086696692,231
199,crd_c2a0cc56159841db921d13a52589d13a,660012,The Headless Horseman,Terror of Sleepy Hollow,Whispers in the Well,Enchanted,11/7/2025,5,FALSE,Ruby,25086676859,232
200,crd_ee5abfdfaa9d469e93dd20e1253ed1d0,660042,Lady Tremaine,Sinister Socialite,Whispers in the Well,Enchanted,11/7/2025,5,FALSE,Ruby,12086757938,233
201,crd_fe0bc499ead74e4f8a5d2b0e6037cf91,660028,"Next Stop, Olympus",NA,Whispers in the Well,Enchanted,11/7/2025,2,TRUE,Ruby,27086695719,234
202,crd_5413c96876fd4884861caaef3fcb58b5,660043,Judy Hopps,Lead Detective,Whispers in the Well,Enchanted,11/7/2025,6,TRUE,Sapphire,12086757668,235
203,crd_3c235410b79145c080fa8e3b000a2c60,660029,Cinderella,Dream Come True,Whispers in the Well,Enchanted,11/7/2025,4,FALSE,Sapphire,10086667431,236
204,crd_9a1fff8a9426484ebc7fae9cb8605572,660011,Spooky Sight,NA,Whispers in the Well,Enchanted,11/7/2025,6,FALSE,Sapphire,5086697063,237
205,crd_8941521977e54d6fa2baaae91d13fb6e,660035,Goliath,Clan Leader,Whispers in the Well,Enchanted,11/7/2025,6,TRUE,Steel,22086769391,238
206,crd_8a558015ad0948f5be96f85dc60b3c76,660030,Nick Wilde,Persistent Investigator,Whispers in the Well,Enchanted,11/7/2025,5,FALSE,Steel,3086679794,239
207,crd_70fa88bf3a35452b8178209944e8604a,660031,The Sword of Hercules,NA,Whispers in the Well,Enchanted,11/7/2025,2,TRUE,Steel,5086697349,240
208,crd_5b53a4c5b3854ab0ba71dd388aaa0d9f,657885,Ariel,Ethereal Voice,Whispers in the Well,Iconic,11/7/2025,4,TRUE,Amber,25086396288,241
209,crd_4656262d1cbc478aab92978dc7729663,657889,Hades,Looking for a Deal,Whispers in the Well,Iconic,11/7/2025,5,TRUE,Amethyst,26086414898,242
210,crd_801cd6ba9a3048499af41d6186fa4100,677142,Tiana,Warm and Happy,Winterspell,Epic,2/13/2026,4,TRUE,Amber,24089997450,205
211,crd_d8dddac12b0749ba9c6510af447895bd,677143,Grandmother Willow,Ancient Advisor,Winterspell,Epic,2/13/2026,2,FALSE,Amber,4090017378,206
212,crd_899fe35731aa4f609bb72a19d7e831c8,677144,Tigger,Bouncing All the Way,Winterspell,Epic,2/13/2026,4,TRUE,Amethyst,15090004504,208
213,crd_9702c37c04864acd9912592d55d9dce0,677145,Anna,Little Sister,Winterspell,Epic,2/13/2026,2,TRUE,Amethyst,18090039450,209
214,crd_13f9925099454b7a8fd6225381d11061,675280,Genie,Magical Researcher,Winterspell,Epic,2/13/2026,3,TRUE,Amethyst,26089635470,210
215,crd_629d577b144c424286035635ec968b4a,677146,Aladdin,On the Edge of Adventure,Winterspell,Epic,2/13/2026,3,TRUE,Emerald,12089995493,211
216,crd_239773eb4b194139916d4c31bba66356,677147,Mushu,Sneaky Dragon,Winterspell,Epic,2/13/2026,5,FALSE,Emerald,26090024956,212
217,crd_84aa488aa433406493abed00a9d99611,677148,Minnie Mouse,Mrs. Cratchit,Winterspell,Epic,2/13/2026,5,TRUE,Emerald,27090043123,213
218,crd_366f46e2c0bc4366832935158a49cdb4,677149,Hercules,Spectral Demigod,Winterspell,Epic,2/13/2026,1,TRUE,Ruby,6090041032,214
219,crd_d66016477d454f19abf12684a50221ef,677150,Elsa,Concerned Sister,Winterspell,Epic,2/13/2026,3,TRUE,Ruby,18090039045,215
220,crd_05285db16a3b4cb28941b7a24913d33f,677151,Goofy,Klutzy Skier,Winterspell,Epic,2/13/2026,3,FALSE,Ruby,10089997686,216
221,crd_5da5944a7e9240aab2d30466337643c3,677152,Winnie the Pooh,Hungry Bear,Winterspell,Epic,2/13/2026,4,TRUE,Sapphire,14089990510,217
222,crd_ea1ae83b3c414a2a838398390473ebc6,677153,Jiminy Cricket,Ghost of Christmas Past,Winterspell,Epic,2/13/2026,3,TRUE,Sapphire,25089996300,218
223,crd_7379a15083914913b21c37d59e503c0c,677154,Mickey Mouse,Bob Cratchit,Winterspell,Epic,2/13/2026,2,TRUE,Sapphire,26090024525,219
224,crd_197bd1d5d07843d49d892ea9536fcbed,677155,Donald Duck,Along for the Ride,Winterspell,Epic,2/13/2026,5,TRUE,Steel,28090066658,220
225,crd_b7a2a60eb9d34fd986cf0bd44e2a1f1a,677156,Judy Hopps,Snowball Patrol,Winterspell,Epic,2/13/2026,2,TRUE,Steel,17090037089,221
226,crd_b3924beae9a04927adc0e542f5656aa0,677157,Rapunzel,Ethereal Protector,Winterspell,Epic,2/13/2026,3,FALSE,Steel,27090043122,222
227,crd_41acb92e0c494214949c72c409593b50,677158,Lilo,Rock Star,Winterspell,Enchanted,2/13/2026,6,TRUE,Amber,26090024529,223
228,crd_87abaabc59344ef1bfed548f0b6753bf,673068,Ohana Means Family,NA,Winterspell,Enchanted,2/13/2026,3,TRUE,Amber,14089414774,224
229,crd_b3c4b83755bd417bb09f35ffea57cb68,677159,Raging Storm,NA,Winterspell,Enchanted,2/13/2026,8,FALSE,Amber,27090043212,225
230,crd_758bab20496f4673991e53ac59f1bcaa,675279,Eeyore,In the Way,Winterspell,Enchanted,2/13/2026,9,TRUE,Amethyst,5089650806,226
231,crd_862f8b58a6e247cd865509856286449e,677160,Anna,Soothing Sister,Winterspell,Enchanted,2/13/2026,5,TRUE,Amethyst,12089995987,227
232,crd_8ef1d474eb68402e8d35e2aa3bce689a,677161,Colors of the Wind,NA,Winterspell,Enchanted,2/13/2026,4,TRUE,Amethyst,22086769807,228
233,crd_5eb205c36e0b4038a8a46aa47dd50b0f,677162,Mulan,Resourceful Recruit,Winterspell,Enchanted,2/13/2026,2,TRUE,Emerald,27090043125,229
234,crd_2319774247e242a19dfa6a0fe584fff0,677163,Tod,Knows All the Tricks,Winterspell,Enchanted,2/13/2026,7,TRUE,Emerald,20090001780,230
235,crd_d0659baf8fad4748ae9abf7260279d8c,675395,Freeze the Vine,NA,Winterspell,Enchanted,2/13/2026,4,TRUE,Emerald,28089715124,231
236,crd_580ca4f029554dd68409aac983fdae69,677164,Negaduck,Public Enemy Number One,Winterspell,Enchanted,2/13/2026,5,TRUE,Ruby,12089995495,232
237,crd_b35b509f95d441c1bd11ec67d755db5d,675515,Elsa,Ice Artisan,Winterspell,Enchanted,2/13/2026,6,TRUE,Ruby,12089644616,233
238,crd_e3dbc3e8ae3543059ee67af1d144c576,677165,The Cold Never Bothered Me,NA,Winterspell,Enchanted,2/13/2026,3,FALSE,Ruby,10089997848,234
239,crd_b30562a95420404b911886bcfc9e7a9c,677166,Scrooge McDuck,Reformed Ebenezer,Winterspell,Enchanted,2/13/2026,6,TRUE,Sapphire,23090017209,235
240,crd_9652fdf2822645ee91302352c74c9d6a,677167,Belle,Snowfield Strategist,Winterspell,Enchanted,2/13/2026,4,TRUE,Sapphire,18090039530,236
241,crd_82807328c2514c0d8f22366b4720a583,677168,Tamatoa,Seeker of Shine,Winterspell,Enchanted,2/13/2026,7,TRUE,Sapphire,14089990511,237
242,crd_fbad358f2f804554838545c738341380,677169,Angel,Experiment 624,Winterspell,Enchanted,2/13/2026,4,TRUE,Steel,28090066583,238
243,crd_789d5871174e4da293165a39bdfece14,677170,Darkwing Duck,Cool Under Pressure,Winterspell,Enchanted,2/13/2026,7,TRUE,Steel,12089995528,239
244,crd_656cd1bfb0084f92bfd003ca69b3b3c9,677171,Let's Get Dangerous,NA,Winterspell,Enchanted,2/13/2026,4,TRUE,Steel,12089995394,240
245,crd_40a3f6d8de604ff085fa5629597780a3,673298,Pocahontas,Peacekeeper,Winterspell,Iconic,2/13/2026,5,TRUE,Amber,25089449558,241
246,crd_b73d08030c9646ab8a227158b8e453d4,673300,Moana,Curious Explorer,Winterspell,Iconic,2/13/2026,5,TRUE,Sapphire,3089452370,242
247,crd_2eb1fa4c7ab0498b8d4cfcd28f56a8cf,692203,Woody,Waiting for a Friend,Wilds Unknown,Epic,5/8/2026,1,TRUE,Amber,2364444194,205
248,crd_70e7c418c5034714b2eb7889c89e3c86,692204,Rex,Protective Dinosaur,Wilds Unknown,Epic,5/8/2026,2,TRUE,Amber,9093398687,206
249,crd_1747f940605e4b6eb87f5df5ee96d9d8,692088,Isabela Madrigal,Such a Lovely Voice,Wilds Unknown,Epic,5/8/2026,3,TRUE,Amber,20093301840,207
250,crd_31ae4e3c265448b894f74dcaf1914a3a,692205,Mirage,Super Recruiter,Wilds Unknown,Epic,5/8/2026,4,TRUE,Amethyst,20093390133,208
251,crd_fb68c593a65344d5ad1585cb7a67777f,692206,Edna Mode,Fashion Designer,Wilds Unknown,Epic,5/8/2026,3,TRUE,Amethyst,2364444202,209
252,crd_fd529e637c964866821ab9f2946451cb,692207,Doc,Taking Notes,Wilds Unknown,Epic,5/8/2026,4,TRUE,Amethyst,4093402951,210
253,crd_dc61d69860c541f6bca41a4a9b8c17f1,692208,Buzz Lightyear,Space Ranger,Wilds Unknown,Epic,5/8/2026,2,TRUE,Emerald,6093445023,211
254,crd_5186a8ffa2ac448c9108a110b747e4e5,692209,Donald Duck,Distracted Traveler,Wilds Unknown,Epic,5/8/2026,5,TRUE,Emerald,8093387863,212
255,crd_52404c741d6e424e8a8f901408ccb11a,692235,Merida,Gifted Archer,Wilds Unknown,Epic,5/8/2026,5,TRUE,Emerald,23093399081,213
256,crd_ab041a63b5204af49dbe1cbc49cbabe2,692210,Lyle Tiberius Rourke,Crystallized Commander,Wilds Unknown,Epic,5/8/2026,6,FALSE,Ruby,8093387708,214
257,crd_04e84b2e5eca458da5e3ce89ac7b19cb,692211,Mr. Incredible,Bob Parr,Wilds Unknown,Epic,5/8/2026,1,TRUE,Ruby,16093359183,215
258,crd_995abfb15ba34115bbf2283bd853c2c2,690555,Daisy Duck,Trendy Traveler,Wilds Unknown,Epic,5/8/2026,3,TRUE,Ruby,22093182204,216
259,crd_4f772bcbcd244314a99264fb106166dd,692212,Kida,Guardian of the Path,Wilds Unknown,Epic,5/8/2026,2,TRUE,Sapphire,27093420219,217
260,crd_60e4bcd50631400eac4cf9544951e4ad,692213,Bruno Madrigal,Oasis Oracle,Wilds Unknown,Epic,5/8/2026,5,TRUE,Sapphire,9093398599,218
261,crd_c3586bda90744abf8eb5c15db3b0b766,692214,Minnie Mouse,Practical Traveler,Wilds Unknown,Epic,5/8/2026,1,TRUE,Sapphire,12093387197,219
262,crd_5b512fbc3a31425eb70175752010d69c,692215,Pocahontas,Steadfast Traveler,Wilds Unknown,Epic,5/8/2026,4,TRUE,Steel,7093426214,220
263,crd_705137b1ace0487ba1f71ee39019989a,692216,Incrediboy,Buddy Pine,Wilds Unknown,Epic,5/8/2026,2,TRUE,Steel,13093376172,221
264,crd_8bc3e60c6a77434ca8ba598742c86362,690215,Three Arrows,NA,Wilds Unknown,Epic,5/8/2026,3,TRUE,Steel,5093916461,222
265,crd_c0337343682c4e9e9bac90b90fb4f24a,692217,Jessie,Lively Cowgirl,Wilds Unknown,Enchanted,5/8/2026,3,TRUE,Amber,6093444864,223
266,crd_68c6733378304dca8d2adb4b1c993433,692089,Isabela Madrigal,Caring Cultivator,Wilds Unknown,Enchanted,5/8/2026,6,TRUE,Amber,27093332423,224
267,crd_611ab7622d0b4aa7a9aa98ab736f329c,690747,You've Got a Friend in Me,NA,Wilds Unknown,Enchanted,5/8/2026,3,TRUE,Amber,28093238052,225
268,crd_aa4a880f25814ec58358ea3ad771fbb3,692090,Frozone,Super Cool,Wilds Unknown,Enchanted,5/8/2026,6,FALSE,Amethyst,15093295975,226
269,crd_ea1ebbf0332f4cb78f6b7a6a90d826a7,692218,Luisa Madrigal,Confident Climber,Wilds Unknown,Enchanted,5/8/2026,5,TRUE,Amethyst,2364444198,227
270,crd_a8ae68af26f84535869ce0dac1f4a3de,692219,DunBroch Family Tapestry,NA,Wilds Unknown,Enchanted,5/8/2026,2,TRUE,Amethyst,25093374328,228
271,crd_c671f23fc8e74ee3a7925ad650577008,692220,Alien,True Believer,Wilds Unknown,Enchanted,5/8/2026,1,TRUE,Emerald,10093375168,229
272,crd_2ec97929d9ee45578f91dea1a62048b8,692221,Milo Thatch,Getting His Hands Dirty,Wilds Unknown,Enchanted,5/8/2026,7,TRUE,Emerald,2364444199,230
273,crd_c4e66047e01c49f4bedb6c185d0af90a,692222,The Family Scattered,NA,Wilds Unknown,Enchanted,5/8/2026,8,FALSE,Emerald,7093426213,231
274,crd_519eea38258c49ca9b1eab9981d74544,692223,Jack-Jack Parr,Incredible Potential,Wilds Unknown,Enchanted,5/8/2026,4,TRUE,Ruby,6093444863,232
275,crd_acf86cd5ee4e434fac91134e9ecf07c5,692224,The Leviathan,Guardian of Atlantis,Wilds Unknown,Enchanted,5/8/2026,10,FALSE,Ruby,4093402953,233
276,crd_549170e882a24974be95e3cbaf53f34e,692225,Mr. Incredible,Super Strong,Wilds Unknown,Enchanted,5/8/2026,5,TRUE,Ruby,10093375489,234
277,crd_d515c85e0daa4cfd8c3a84154d328cd4,692226,Zipper,Big Helper,Wilds Unknown,Enchanted,5/8/2026,4,TRUE,Sapphire,16093359335,235
278,crd_8197b190acad44c7a28b50a83fb573f1,692227,Kida,Crystal Scion,Wilds Unknown,Enchanted,5/8/2026,8,TRUE,Sapphire,20093390132,236
279,crd_a2a3a343dac1408092294ea226dcd028,690556,What Else Can I Do?,NA,Wilds Unknown,Enchanted,5/8/2026,5,FALSE,Sapphire,2364222538,237
280,crd_4ca85bb2c2274683bb7f2015997479c5,692228,Syndrome,Out for Revenge,Wilds Unknown,Enchanted,5/8/2026,6,TRUE,Steel,27093420006,238
281,crd_fcfb9ad84f3a4c2db462a9ec4d3a63d1,692229,Mrs. Incredible,Determined Rescuer,Wilds Unknown,Enchanted,5/8/2026,7,TRUE,Steel,27093420218,239
282,crd_baeb30c2d1dd4756b259daeb2833fad4,692091,Touch the Sky,NA,Wilds Unknown,Enchanted,5/8/2026,2,TRUE,Steel,12093297705,240
283,crd_0b928f0cd5d2473482e07a609205c26b,690216,Buzz Lightyear,Jungle Ranger,Wilds Unknown,Iconic,5/8/2026,7,FALSE,Emerald,10093868551,241
284,crd_4811e7317e3149db966bab69151147cc,690217,Merida,Formidable Archer,Wilds Unknown,Iconic,5/8/2026,5,FALSE,Steel,13093872252,242
